,proj_id,regis_id,regis_date,cancel_date,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,permit_us_investment,invest_country_flag,risk_spectrum,proj_retail_type,proj_term_flag,proj_term_dd,proj_term_mm,proj_term_yy,spec_code,risk_spectrum_desc,spec_desc,fund_suitable_desc
58,M0181_2564,MF0210_2564,2021-06-22,-,กองทุนเปิดไทยพาณิชย์หุ้นจีนเอแชร์ เพื่อการเลี้ยงชีพ,SCB China A-Shares RMF,SCBRMCHA,RG,C0000000239,,1,,R,N,,,,"FED,RMF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ","
- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
59,M0182_2565,MF0206_2565,2022-07-05,-,กองทุนเปิดไทยพาณิชย์ Global Quality Equity,SCB Global Quality Equity,SCBGQUAL,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ",
60,M0185_2565,MF0228_2565,2022-07-26,-,กองทุนเปิดไทยพาณิชย์ Global Value Equity,SCB Global Value Equity,SCBGVALUE,RG,C0000000239,,1,,R,N,,,1 ,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ",
61,M0191_2550,175_2550,2007-06-26,-,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวสมาร์ท,SCB SMART LONG TERM EQUITY FUND,SCBLTS,RG,C0000000239,,3,,R,N,,,,LTF,,กองทุนรวมหุ้นระยะยาว,"<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
    </li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
    </li>
</ul>
"
62,M0196_2564,MF0186_2564,2021-06-04,-,กองทุนเปิดไทยพาณิชย์ Travel and Leisure,SCB Travel and Leisure,SCBTRAVEL,RG,C0000000239,,1,,R,N,,,,"FF,SSF",,"กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมเพื่อการออม ","<p>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</p>"
63,M0198_2566,MF0258_2566,2023-07-11,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YF4 ห้ามขายผู้ลงทุนรายย่อย,SCB Foreign Fixed Income Fund 1YF4 Not for Retail Investors,SCBASF1YF4,RG,C0000000239,,1,,B,Y,,,1 ,,,,
64,M0202_2554,MF0158_2554,2011-03-31,-,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ไพร์มออฟฟิศ,Prime Office Leasehold Property Fund,POPF,RG,C0000000239,,,,R,N,,,,,,,
65,M0205_2566,MF0313_2566,2023-08-17,-,กองทุนเปิดไทยพาณิชย์ มุ่งรักษาเงินต้น 1 ปี 5,SCB Capital Protection 1Y5,SCBCP1Y5,RG,C0000000239,,1,,R,Y,,,1 ,CRF,,กองทุนรวมมุ่งรักษาเงินต้น,
66,M0206_2566,MF0125_2566,2023-04-04,-,กองทุนเปิดไทยพาณิชย์ มุ่งรักษาเงินต้น 1 ปี 6,SCB Capital Protection 1Y6,SCBCP1Y6,RG,C0000000239,,3,,R,Y,,,1 ,CRF,,กองทุนรวมมุ่งรักษาเงินต้น,
67,M0207_2549,210_2549,2006-09-04,-,กองทุนเปิดไทยพาณิชย์ แพลทตินัม โกลบอล ฟันด์,SCB PLATINUM GLOBAL OPEN END FUND   ,SCBPGFUND,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้</li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</li>
</ul>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
68,M0210_2556,MF0198_2556,2013-03-26,-,กองทุนรวมอสังหาริมทรัพย์เอราวัณ โฮเทล โกรท,Erawan Hotel Growth Property Fund,ERWPF,RG,C0000000239,,3,,R,N,,,,,,,
69,M0211_2564,MF0219_2564,2021-06-29,-,กองทุนเปิดไทยพาณิชย์ Healthcare Innovation,SCB Healthcare Innovation,SCBIHEALTH,RG,C0000000239,,1,,R,N,,,,"FED,SE,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมหมวดอุตสาหกรรม,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br>
- ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่ม Health Care
<br>
<br>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- เช่น  Health Care เป็นต้น <br> - ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป <br>- ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่ม Health Care"
70,M0228_2554,MF0345_2554,2011-06-28,-,กองทุนเปิดไทยพาณิชย์ ซีเล็คท์ อิควิตี้ ฟันด์,SCB SELECTS EQUITY FUND   ,SCBSEFUND,RG,C0000000239,,3,,R,N,,,,SSF,,กองทุนรวมเพื่อการออม ,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
71,M0229_2566,MF0148_2566,2023-04-25,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YF5 ห้ามขายผู้ลงทุนรายย่อย,SCB Foreign Fixed Income Fund 1YF5 Not for Retail Investors,SCBASF1YF5,RG,C0000000239,,1,,B,Y,,,1 ,,,,
72,M0232_2564,MF0200_2564,2021-06-15,-,กองทุนเปิดไทยพาณิชย์ Semiconductor,SCB Semiconductor,SCBSEMI,RG,C0000000239,,1,,R,N,,,,"FED,SE,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมหมวดอุตสาหกรรม,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
- ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่ม Technology<br>
<br><br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- เช่น  Health Care เป็นต้น <br> - ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป <br>- ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่ม Health Care"
73,M0241_2554,MF0479_2554,2011-08-26,-,กองทุนเปิดไทยพาณิชย์โกลด์ ,SCB GOLD OPEN END FUND,SCBGOLDFUND,RG,C0000000239,,1,,R,N,,,,FED,,กองทุนรวมฟีดเดอร์,"<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาทองคำ ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้</li>
    <li>ผู้ลงทุนที่ต้องการลงทุนในทรัพย์สินทางเลือกเพื่อกระจายการลงทุนในทรัพย์สินประเภทต่างๆ</li>
    <li>ผู้ลงทุนที่คาดหวังผลตอบแทนจากการลงทุนในทองคำ</li></ul>"
74,M0245_2559,MF0275_2559,2016-06-28,-,กองทุนเปิดไทยพาณิชย์ โกลบอลดิจิตอล,SCB GLOBAL DIGITAL FUND,SCBDIGIFUND,RG,C0000000239,,1,,R,N,,,,FED,,กองทุนรวมฟีดเดอร์,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br><br>
"
75,M0252_2557,MF0195_2557,2014-03-28,-,กองทุนรวมอสังหาริมทรัพย์แสนสิริ ไพร์มออฟฟิศ,Siri Prime Office Property Fund,SIRIP,RG,C0000000239,,3,,R,N,,,,,,,
76,M0252_2566,MF0208_2566,2023-06-12,-,กองทุนเปิดไทยพาณิชย์ Performance-Linked Complex Return 2YB ห้ามขายผู้ลงทุนรายย่อย,SCB Performance-Linked Complex Return 2YB Not for Retail Investors,SCBLINK2YB,RG,C0000000239,,4,,B,Y,,,2 ,,,,
77,M0254_2565,MF0116_2566,2023-03-28,-,กองทุนเปิดไทยพาณิชย์ ไทยทริกเกอร์ 3,SCB Thai Trigger 3,SCBTG3,RG,C0000000239,,3,,R,N,,,,,,,
78,M0259_2563,MF0204_2563,2020-08-03,-,กองทุนเปิดไทยพาณิชย์ World Integrated Portfolio,SCB World Integrated Portfolio,SCBWIP,RG,C0000000239,,1,,R,N,,,,FF,,กองทุนรวมหน่วยลงทุน (Fund of Funds),"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ 
<br>- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br><br>"
79,M0260_2550,185_2550,2007-06-27,-,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวอินเตอร์,SCB INTER LONG TERM EQUITY FUND,SCBLT4FUND,RG,C0000000239,,4,,R,N,,,,"LTF,SSF",,"กองทุนรวมหุ้นระยะยาว,กองทุนรวมเพื่อการออม ","<ul>
    <li>
    ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
    </li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
    </li>
</ul>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
80,M0262_2564,MF0244_2564,2021-07-30,-,กองทุนเปิดไทยพาณิชย์ Global Trigger Opportunity,SCB Global Trigger Opportunity,SCBGTO,RG,C0000000239,,1,,R,N,,,,,,,"- ผู้ลงทุนที่เข้าใจว่ามูลค่าหน่วยลงทุนเป้าหมายไม่ใช่การรับประกันผลตอบแทนจากการลงทุน และไม่สามารถขายหน่วยลงทุนคืนได้ในช่วงเวลา 7 เดือน
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุนซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>- ผู้ลงทุนที่สามารถลงทุนในระยะกลาง และคาดหวังผลตอบแทนการลงทุนจากการจับจังหวะตลาด (market timing)
<br>"
81,M0263_2550,183_2550,2007-06-27,-,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาวทาร์เก็ต,SCB TARGET LONG TERM EQUITY FUND,SCBLTTFUND,RG,C0000000239,,3,,R,N,,,,"LTF,SSF",,"กองทุนรวมหุ้นระยะยาว,กองทุนรวมเพื่อการออม ","<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ </li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป </li>
</ul>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
82,M0263_2566,MF0164_2566,2023-05-09,-,กองทุนเปิดไทยพาณิชย์ มุ่งรักษาเงินต้น 1 ปี 7,SCB Capital Protection 1Y7,SCBCP1Y7,RG,C0000000239,,3,,R,Y,,,1 ,CRF,,กองทุนรวมมุ่งรักษาเงินต้น,
83,M0274_2564,MF0232_2564,2021-07-13,-,กองทุนเปิดไทยพาณิชย์ หุ้นยุโรป แอคทีฟ,SCB Europe Active Equity,SCBEUROPE,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
84,M0277_2564,MF0260_2564,2021-08-10,-,กองทุนเปิดไทยพาณิชย์ Blockchain,SCB Blockchain,SCBBLOC,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
"
85,M0279_2561,MF0242_2561,2018-08-21,-,กองทุนเปิดไทยพาณิชย์ พร็อพเพอร์ตี้ แอนด์ อินฟราสตรัคเจอร์ เฟล็กซิเบิ้ล,SCB Property and Infrastructure Flexible Fund,SCBPIN,RG,C0000000239,,4,,R,N,,,,"FF,SSF",,"กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่ต้องการโอกาสรับผลตอบแทนจากการลงทุนในหน่วย Property และ/หรือหน่วย Infra ที่จดทะเบียนทั้งในและต่างประเทศ
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาตราสารที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>- ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br>"
86,M0284_2555,MF0160_2556,2013-03-07,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ตลาดเกิดใหม่,SCB EMERGING MARKETS BOND FUND,SCBEMBONDFUND,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ",- ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้<br>- ผู้ลงทุนที่ต้องการสภาพคล่องในการซื้อขายไถ่ถอนหน่วยลงทุนได้ทุกวันทำการ โดยจะได้รับเงินคืนภายในวันที่ T+5<br>
87,M0285_2564,MF0242_2564,2021-07-22,-,กองทุนเปิดไทยพาณิชย์ Asian Fixed Income,SCB Asian Fixed Income,SCBABOND,RG,C0000000239,,1,,R,N,,,,"FED,SSF",กองทุนเป็นกองทุนรวมตราสารหนี้ แต่ ณ 31 พ.ค. 64 กองทุนหลักมีการลงทุนในตราสารที่มีอันดับความน่าเชื่อถือต่ำกว่าที่สามารถลงทุนได้ 37.10% ของ NAV ความเสี่ยงของกองทุนจึงเป็นระดับ 5,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่คาดหวังผลตอบแทนที่สูงกว่าเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่าหุ้นได้<br>
- ผู้ลงทุนที่ต้องการสภาพคล่องในการซื้อขายไถ่ถอนหน่วยลงทุนได้ทุกวันทำการ โดยจะได้รับเงินคืนภายในวันที่ T+5<br>
<br>"
88,M0289_2566,MF0214_2566,2023-06-14,-,กองทุนเปิดไทยพาณิชย์ Performance-Linked Complex Return 2YC ห้ามขายผู้ลงทุนรายย่อย,SCB Performance-Linked Complex Return 2YC Not for Retail Investors,SCBLINK2YC,RG,C0000000239,,4,,B,Y,,,2 ,,,,
89,M0293_2563,MF0194_2563,2020-07-21,-,กองทุนเปิดไทยพาณิชย์ Dynamic,SCB Dynamic Fund,SCBDM,RG,C0000000239,,1,,R,N,,,,FF,,กองทุนรวมหน่วยลงทุน (Fund of Funds),"<p>- ผู้ลงทุนที่เข้าใจว่ามูลค่าหน่วยลงทุนเป้าหมายไม่ใช่การรับประกันผลตอบแทนจากการลงทุน และไม่สามารถขายหน่วยลงทุนคืนได้ในช่วงเวลา 1 ปี
</p><p>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุนซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้</p><p>
- ผู้ลงทุนที่สามารถลงทุนในระยะกลาง และคาดหวังผลตอบแทนการลงทุนจากการจับจังหวะตลาด (market timing)
</p>"
90,M0295_2564,MF0291_2564,2021-08-31,-,กองทุนเปิดไทยพาณิชย์ China Technology เพื่อการเลี้ยงชีพ,SCB China Technology RMF,SCBRMCTECH,RG,C0000000239,,1,,R,N,,,,"FED,RMF,SE",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมหมวดอุตสาหกรรม","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
- ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่มเทคโนโลยี (Technology)<br>
"
91,M0298_2560,MF0295_2560,2017-07-18,-,กองทุนเปิดไทยพาณิชย์ เวิลด์อินคัม,SCB World Income Fund,SCBWIN,RG,C0000000239,,1,,R,N,,,,FED,,กองทุนรวมฟีดเดอร์,- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
92,M0299_2566,MF0183_2566,2023-05-23,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YF6 ห้ามขายผู้ลงทุนรายย่อย,SCB Foreign Fixed Income Fund 1YF6 Not for Retail Investors,SCBASF1YF6,RG,C0000000239,,1,,B,Y,,,1 ,,,,
